[2024/01/31 20:50:25] - <__main__.Args object at 0x146cf8b43580>
[2024/01/31 20:50:47] - Epoch 	 Train Time 	 Test Time 	 LR 	 	 Train Loss 	 Train Acc 	 Train Robust Loss 	 Train Robust Acc 	 Test Loss 	 Test Acc 	 Test Robust Loss 	 Test Robust Acc
[2024/01/31 20:51:03] - Task was destroyed but it is pending!
task: <Task pending name='Task-1' coro=<Kernel.poll_control_queue() running at /opt/conda/lib/python3.8/site-packages/ipykernel/kernelbase.py:273> wait_for=<Future finished result=<Future at 0x...state=pending>> cb=[_chain_future.<locals>._call_set_state() at /opt/conda/lib/python3.8/asyncio/futures.py:367]>
[2024/01/31 20:51:08] - <__main__.Args object at 0x14a1739e6ee0>
[2024/01/31 20:51:10] - Epoch 	 Train Time 	 Test Time 	 LR 	 	 Train Loss 	 Train Acc 	 Train Robust Loss 	 Train Robust Acc 	 Test Loss 	 Test Acc 	 Test Robust Loss 	 Test Robust Acc
[2024/01/31 23:17:48] - 5 	 65.1 	 	 12.3 	 	 0.1000 	 1.3298 	 0.5584 	 1.7422 	 	 0.3435 	 	 1.2527 	 0.5945 	 1.6594 	 	 0.3631
[2024/01/31 23:19:06] - 6 	 65.1 	 	 12.3 	 	 0.1000 	 1.2695 	 0.5880 	 1.7026 	 	 0.3556 	 	 1.2049 	 0.6179 	 1.6208 	 	 0.4064
[2024/01/31 23:20:24] - 7 	 65.1 	 	 12.4 	 	 0.1000 	 1.2220 	 0.6099 	 1.6735 	 	 0.3690 	 	 1.1985 	 0.6074 	 1.6048 	 	 0.4042
[2024/01/31 23:21:42] - 8 	 65.3 	 	 12.3 	 	 0.1000 	 1.1778 	 0.6279 	 1.6432 	 	 0.3766 	 	 1.1649 	 0.6218 	 1.6012 	 	 0.3925
[2024/01/31 23:22:59] - 9 	 65.1 	 	 12.4 	 	 0.1000 	 1.1481 	 0.6436 	 1.6258 	 	 0.3840 	 	 1.1147 	 0.6491 	 1.5583 	 	 0.4164
[2024/01/31 23:24:18] - 10 	 65.1 	 	 12.4 	 	 0.1000 	 1.1241 	 0.6531 	 1.6101 	 	 0.3905 	 	 1.1400 	 0.6443 	 1.5557 	 	 0.4275
[2024/01/31 23:25:37] - 11 	 65.7 	 	 12.5 	 	 0.1000 	 1.1031 	 0.6612 	 1.5963 	 	 0.3984 	 	 1.0576 	 0.6551 	 1.5481 	 	 0.4194
[2024/01/31 23:26:55] - 12 	 65.9 	 	 12.6 	 	 0.1000 	 1.0810 	 0.6717 	 1.5809 	 	 0.4018 	 	 1.0768 	 0.6771 	 1.5248 	 	 0.4343
[2024/01/31 23:28:13] - 13 	 65.2 	 	 12.4 	 	 0.1000 	 1.0663 	 0.6799 	 1.5694 	 	 0.4080 	 	 1.0309 	 0.6664 	 1.5301 	 	 0.4211
[2024/01/31 23:29:31] - 14 	 65.5 	 	 12.3 	 	 0.1000 	 1.0436 	 0.6891 	 1.5540 	 	 0.4106 	 	 1.0586 	 0.6679 	 1.5445 	 	 0.4182
[2024/01/31 23:30:49] - 15 	 65.2 	 	 12.4 	 	 0.1000 	 1.0261 	 0.6956 	 1.5412 	 	 0.4166 	 	 1.0280 	 0.6762 	 1.5209 	 	 0.4251
[2024/01/31 23:32:07] - 16 	 65.4 	 	 12.4 	 	 0.1000 	 1.0157 	 0.6997 	 1.5344 	 	 0.4195 	 	 1.0027 	 0.6843 	 1.4947 	 	 0.4306
[2024/01/31 23:33:24] - 17 	 65.3 	 	 12.4 	 	 0.1000 	 1.0080 	 0.7024 	 1.5286 	 	 0.4185 	 	 1.0237 	 0.6658 	 1.5082 	 	 0.4298
[2024/01/31 23:34:42] - 18 	 65.8 	 	 12.4 	 	 0.1000 	 0.9950 	 0.7055 	 1.5184 	 	 0.4247 	 	 1.0324 	 0.6545 	 1.5218 	 	 0.4220
[2024/01/31 23:36:00] - 19 	 64.9 	 	 12.4 	 	 0.1000 	 0.9836 	 0.7139 	 1.5118 	 	 0.4273 	 	 1.0070 	 0.6805 	 1.5093 	 	 0.4384
[2024/01/31 23:37:19] - 20 	 65.2 	 	 12.3 	 	 0.1000 	 0.9727 	 0.7157 	 1.5016 	 	 0.4297 	 	 0.9560 	 0.6806 	 1.4765 	 	 0.4507
[2024/01/31 23:38:37] - 21 	 65.3 	 	 12.3 	 	 0.1000 	 0.9659 	 0.7184 	 1.4969 	 	 0.4350 	 	 0.9719 	 0.7026 	 1.4563 	 	 0.4614
[2024/01/31 23:39:55] - 22 	 65.2 	 	 12.3 	 	 0.1000 	 0.9574 	 0.7259 	 1.4925 	 	 0.4346 	 	 0.9737 	 0.6984 	 1.4906 	 	 0.4385
[2024/01/31 23:41:12] - 23 	 65.2 	 	 12.3 	 	 0.1000 	 0.9524 	 0.7239 	 1.4886 	 	 0.4347 	 	 0.9248 	 0.7119 	 1.4973 	 	 0.4342
[2024/01/31 23:42:30] - 24 	 65.1 	 	 12.3 	 	 0.1000 	 0.9491 	 0.7284 	 1.4856 	 	 0.4372 	 	 0.9364 	 0.6997 	 1.4801 	 	 0.4503
[2024/01/31 23:43:47] - 25 	 65.2 	 	 12.4 	 	 0.1000 	 0.9344 	 0.7347 	 1.4773 	 	 0.4400 	 	 0.9160 	 0.7272 	 1.4716 	 	 0.4453
[2024/01/31 23:45:05] - 26 	 65.1 	 	 12.3 	 	 0.1000 	 0.9357 	 0.7298 	 1.4763 	 	 0.4386 	 	 0.9317 	 0.6974 	 1.4710 	 	 0.4453
[2024/01/31 23:46:22] - 27 	 65.2 	 	 12.3 	 	 0.1000 	 0.9276 	 0.7351 	 1.4691 	 	 0.4423 	 	 0.9155 	 0.7200 	 1.4500 	 	 0.4590
[2024/01/31 23:47:40] - 28 	 65.1 	 	 12.4 	 	 0.1000 	 0.9234 	 0.7377 	 1.4667 	 	 0.4434 	 	 0.9200 	 0.7213 	 1.4583 	 	 0.4471
[2024/01/31 23:48:57] - 29 	 65.0 	 	 12.3 	 	 0.1000 	 0.9218 	 0.7381 	 1.4650 	 	 0.4442 	 	 0.9221 	 0.7192 	 1.4572 	 	 0.4542
[2024/01/31 23:50:15] - 30 	 65.1 	 	 12.3 	 	 0.1000 	 0.9115 	 0.7425 	 1.4578 	 	 0.4462 	 	 0.8891 	 0.7359 	 1.4589 	 	 0.4516
[2024/01/31 23:51:32] - 31 	 65.0 	 	 12.3 	 	 0.1000 	 0.9079 	 0.7464 	 1.4572 	 	 0.4439 	 	 0.9908 	 0.7024 	 1.4840 	 	 0.4478
[2024/01/31 23:52:50] - 32 	 65.0 	 	 12.3 	 	 0.1000 	 0.9070 	 0.7440 	 1.4546 	 	 0.4471 	 	 0.9111 	 0.7395 	 1.4340 	 	 0.4642
[2024/01/31 23:54:08] - 33 	 65.1 	 	 12.3 	 	 0.1000 	 0.8996 	 0.7491 	 1.4491 	 	 0.4504 	 	 0.9446 	 0.7083 	 1.4923 	 	 0.4380
[2024/01/31 23:55:25] - 34 	 64.9 	 	 12.3 	 	 0.1000 	 0.8983 	 0.7468 	 1.4485 	 	 0.4491 	 	 0.9432 	 0.7015 	 1.4725 	 	 0.4482
[2024/01/31 23:56:42] - 35 	 65.1 	 	 12.3 	 	 0.1000 	 0.8984 	 0.7477 	 1.4470 	 	 0.4503 	 	 0.8952 	 0.7136 	 1.4683 	 	 0.4408
[2024/01/31 23:58:00] - 36 	 65.1 	 	 12.3 	 	 0.1000 	 0.8934 	 0.7505 	 1.4437 	 	 0.4516 	 	 0.9728 	 0.6944 	 1.4819 	 	 0.4483
[2024/01/31 23:59:17] - 37 	 64.9 	 	 12.3 	 	 0.1000 	 0.8903 	 0.7500 	 1.4417 	 	 0.4506 	 	 0.9651 	 0.7184 	 1.4724 	 	 0.4569
[2024/02/01 00:00:34] - 38 	 65.0 	 	 12.4 	 	 0.1000 	 0.8801 	 0.7590 	 1.4345 	 	 0.4542 	 	 0.9172 	 0.7031 	 1.4498 	 	 0.4524
[2024/02/01 00:01:52] - 39 	 65.0 	 	 12.3 	 	 0.1000 	 0.8852 	 0.7530 	 1.4400 	 	 0.4530 	 	 0.9265 	 0.7458 	 1.4414 	 	 0.4676
[2024/02/01 00:03:10] - 40 	 65.0 	 	 12.3 	 	 0.1000 	 0.8803 	 0.7591 	 1.4359 	 	 0.4532 	 	 0.8729 	 0.7337 	 1.4474 	 	 0.4562
[2024/02/01 00:04:28] - 41 	 65.7 	 	 12.3 	 	 0.1000 	 0.8766 	 0.7612 	 1.4331 	 	 0.4547 	 	 0.8724 	 0.7489 	 1.4340 	 	 0.4564
[2024/02/01 00:05:46] - 42 	 65.1 	 	 12.3 	 	 0.1000 	 0.8733 	 0.7596 	 1.4303 	 	 0.4567 	 	 0.9179 	 0.7170 	 1.4424 	 	 0.4634
[2024/02/01 00:07:03] - 43 	 65.0 	 	 12.3 	 	 0.1000 	 0.8710 	 0.7606 	 1.4273 	 	 0.4556 	 	 0.8637 	 0.7403 	 1.4287 	 	 0.4595
[2024/02/01 00:08:20] - 44 	 65.0 	 	 12.3 	 	 0.1000 	 0.8728 	 0.7578 	 1.4312 	 	 0.4554 	 	 0.8540 	 0.7408 	 1.4293 	 	 0.4604
[2024/02/01 00:09:38] - 45 	 65.4 	 	 12.3 	 	 0.1000 	 0.8734 	 0.7579 	 1.4299 	 	 0.4553 	 	 0.9212 	 0.7149 	 1.4514 	 	 0.4538
[2024/02/01 00:10:56] - 46 	 65.2 	 	 12.4 	 	 0.1000 	 0.8718 	 0.7592 	 1.4295 	 	 0.4557 	 	 0.9040 	 0.7484 	 1.4336 	 	 0.4675
[2024/02/01 00:12:13] - 47 	 65.2 	 	 12.3 	 	 0.1000 	 0.8704 	 0.7618 	 1.4289 	 	 0.4576 	 	 0.9111 	 0.7231 	 1.4342 	 	 0.4561
[2024/02/01 00:13:31] - 48 	 65.1 	 	 12.3 	 	 0.1000 	 0.8665 	 0.7651 	 1.4261 	 	 0.4575 	 	 0.8905 	 0.7274 	 1.4525 	 	 0.4440
[2024/02/01 00:14:48] - 49 	 65.0 	 	 12.3 	 	 0.1000 	 0.8652 	 0.7607 	 1.4225 	 	 0.4571 	 	 0.8527 	 0.7180 	 1.4408 	 	 0.4556
[2024/02/01 00:16:06] - 50 	 65.0 	 	 12.3 	 	 0.1000 	 0.8608 	 0.7638 	 1.4214 	 	 0.4588 	 	 0.8821 	 0.7409 	 1.4383 	 	 0.4654
[2024/02/01 00:17:24] - 51 	 65.1 	 	 12.3 	 	 0.1000 	 0.8563 	 0.7671 	 1.4189 	 	 0.4602 	 	 0.9140 	 0.7207 	 1.4537 	 	 0.4587
[2024/02/01 00:18:41] - 52 	 65.2 	 	 12.3 	 	 0.1000 	 0.8557 	 0.7661 	 1.4178 	 	 0.4607 	 	 0.8648 	 0.7385 	 1.4349 	 	 0.4578
[2024/02/01 00:19:58] - 53 	 65.0 	 	 12.3 	 	 0.1000 	 0.8578 	 0.7638 	 1.4181 	 	 0.4601 	 	 0.8629 	 0.7480 	 1.4459 	 	 0.4577
[2024/02/01 00:21:16] - 54 	 65.0 	 	 12.3 	 	 0.1000 	 0.8562 	 0.7688 	 1.4166 	 	 0.4590 	 	 0.8605 	 0.7192 	 1.4295 	 	 0.4611
[2024/02/01 00:22:33] - 55 	 65.0 	 	 12.3 	 	 0.1000 	 0.8513 	 0.7685 	 1.4142 	 	 0.4628 	 	 0.8517 	 0.7497 	 1.4215 	 	 0.4701
[2024/02/01 00:23:51] - 56 	 65.0 	 	 12.4 	 	 0.1000 	 0.8516 	 0.7674 	 1.4146 	 	 0.4642 	 	 0.8721 	 0.7308 	 1.4325 	 	 0.4532
[2024/02/01 00:25:09] - 57 	 65.3 	 	 12.3 	 	 0.1000 	 0.8498 	 0.7698 	 1.4138 	 	 0.4604 	 	 0.8603 	 0.7483 	 1.4110 	 	 0.4756
[2024/02/01 00:26:26] - 58 	 65.1 	 	 12.3 	 	 0.1000 	 0.8509 	 0.7669 	 1.4142 	 	 0.4629 	 	 0.8862 	 0.7297 	 1.4384 	 	 0.4632
[2024/02/01 00:27:44] - 59 	 65.0 	 	 12.4 	 	 0.1000 	 0.8456 	 0.7713 	 1.4090 	 	 0.4658 	 	 0.8602 	 0.7392 	 1.4215 	 	 0.4607
[2024/02/01 00:29:02] - 60 	 65.1 	 	 12.3 	 	 0.1000 	 0.8430 	 0.7716 	 1.4069 	 	 0.4621 	 	 0.8722 	 0.7262 	 1.4475 	 	 0.4565
[2024/02/01 00:30:19] - 61 	 65.1 	 	 12.3 	 	 0.1000 	 0.8490 	 0.7677 	 1.4141 	 	 0.4605 	 	 0.8949 	 0.7309 	 1.4494 	 	 0.4543
[2024/02/01 00:31:37] - 62 	 65.1 	 	 12.3 	 	 0.1000 	 0.8486 	 0.7691 	 1.4128 	 	 0.4608 	 	 0.8593 	 0.7380 	 1.4238 	 	 0.4608
[2024/02/01 00:32:54] - 63 	 64.9 	 	 12.3 	 	 0.1000 	 0.8404 	 0.7730 	 1.4051 	 	 0.4650 	 	 0.9024 	 0.7333 	 1.4309 	 	 0.4683
[2024/02/01 00:34:11] - 64 	 65.1 	 	 12.3 	 	 0.1000 	 0.8403 	 0.7721 	 1.4052 	 	 0.4652 	 	 0.8524 	 0.7314 	 1.4245 	 	 0.4621
[2024/02/01 00:35:29] - 65 	 65.1 	 	 12.3 	 	 0.1000 	 0.8362 	 0.7747 	 1.4026 	 	 0.4664 	 	 0.8853 	 0.7326 	 1.4821 	 	 0.4468
[2024/02/01 00:36:46] - 66 	 65.1 	 	 12.4 	 	 0.1000 	 0.8413 	 0.7717 	 1.4047 	 	 0.4649 	 	 0.8487 	 0.7470 	 1.4240 	 	 0.4680
[2024/02/01 00:38:04] - 67 	 65.1 	 	 12.3 	 	 0.1000 	 0.8360 	 0.7751 	 1.4039 	 	 0.4648 	 	 0.8740 	 0.7400 	 1.4145 	 	 0.4807
[2024/02/01 00:39:22] - 68 	 65.1 	 	 12.3 	 	 0.1000 	 0.8377 	 0.7748 	 1.4030 	 	 0.4659 	 	 0.8696 	 0.7378 	 1.4374 	 	 0.4584
[2024/02/01 00:40:39] - 69 	 65.1 	 	 12.3 	 	 0.1000 	 0.8342 	 0.7764 	 1.3997 	 	 0.4669 	 	 0.8758 	 0.7341 	 1.4279 	 	 0.4613
[2024/02/01 00:41:57] - 70 	 65.1 	 	 12.3 	 	 0.1000 	 0.8354 	 0.7751 	 1.4015 	 	 0.4652 	 	 0.8335 	 0.7571 	 1.4311 	 	 0.4658
[2024/02/01 00:43:15] - 71 	 65.0 	 	 12.3 	 	 0.1000 	 0.8323 	 0.7758 	 1.4009 	 	 0.4662 	 	 0.8486 	 0.7465 	 1.4264 	 	 0.4600
[2024/02/01 00:44:32] - 72 	 65.2 	 	 12.3 	 	 0.1000 	 0.8318 	 0.7762 	 1.3979 	 	 0.4681 	 	 0.8701 	 0.7387 	 1.4368 	 	 0.4557
[2024/02/01 00:45:49] - 73 	 65.1 	 	 12.3 	 	 0.1000 	 0.8334 	 0.7786 	 1.4024 	 	 0.4664 	 	 0.8944 	 0.7166 	 1.4230 	 	 0.4712
[2024/02/01 00:47:07] - 74 	 65.1 	 	 12.3 	 	 0.1000 	 0.8342 	 0.7745 	 1.4021 	 	 0.4648 	 	 0.9041 	 0.7432 	 1.4475 	 	 0.4625
[2024/02/01 00:48:24] - 75 	 65.1 	 	 12.3 	 	 0.1000 	 0.8326 	 0.7770 	 1.3983 	 	 0.4672 	 	 0.8258 	 0.7642 	 1.4035 	 	 0.4710
[2024/02/01 00:49:41] - 76 	 65.0 	 	 12.3 	 	 0.1000 	 0.8389 	 0.7751 	 1.4043 	 	 0.4634 	 	 0.8648 	 0.7425 	 1.4013 	 	 0.4823
[2024/02/01 00:50:59] - 77 	 65.2 	 	 12.3 	 	 0.1000 	 0.8354 	 0.7741 	 1.4018 	 	 0.4650 	 	 0.8582 	 0.7436 	 1.4063 	 	 0.4770
[2024/02/01 00:52:17] - 78 	 65.0 	 	 12.3 	 	 0.1000 	 0.8257 	 0.7789 	 1.3956 	 	 0.4653 	 	 0.8635 	 0.7470 	 1.4067 	 	 0.4739
[2024/02/01 00:53:34] - 79 	 65.0 	 	 12.3 	 	 0.1000 	 0.8289 	 0.7790 	 1.3963 	 	 0.4677 	 	 0.8894 	 0.7303 	 1.4307 	 	 0.4631
[2024/02/01 00:54:52] - 80 	 65.0 	 	 12.3 	 	 0.1000 	 0.8316 	 0.7778 	 1.4008 	 	 0.4664 	 	 0.8587 	 0.7557 	 1.4370 	 	 0.4595
[2024/02/01 00:56:10] - 81 	 65.1 	 	 12.4 	 	 0.1000 	 0.8275 	 0.7789 	 1.3977 	 	 0.4663 	 	 0.8683 	 0.7430 	 1.4375 	 	 0.4588
[2024/02/01 00:57:27] - 82 	 65.1 	 	 12.3 	 	 0.1000 	 0.8321 	 0.7800 	 1.4001 	 	 0.4653 	 	 0.8398 	 0.7393 	 1.4091 	 	 0.4617
[2024/02/01 00:58:44] - 83 	 65.1 	 	 12.3 	 	 0.1000 	 0.8238 	 0.7790 	 1.3948 	 	 0.4690 	 	 0.8723 	 0.7277 	 1.4348 	 	 0.4548
[2024/02/01 01:00:02] - 84 	 65.0 	 	 12.3 	 	 0.1000 	 0.8229 	 0.7816 	 1.3927 	 	 0.4648 	 	 0.8475 	 0.7548 	 1.4201 	 	 0.4662
[2024/02/01 01:01:19] - 85 	 65.1 	 	 12.3 	 	 0.1000 	 0.8265 	 0.7795 	 1.3963 	 	 0.4680 	 	 0.8783 	 0.7417 	 1.4208 	 	 0.4770
[2024/02/01 01:02:37] - 86 	 65.1 	 	 12.3 	 	 0.1000 	 0.8242 	 0.7799 	 1.3936 	 	 0.4708 	 	 0.8246 	 0.7565 	 1.4325 	 	 0.4571
[2024/02/01 01:03:54] - 87 	 65.1 	 	 12.4 	 	 0.1000 	 0.8264 	 0.7774 	 1.3955 	 	 0.4653 	 	 0.8241 	 0.7656 	 1.4052 	 	 0.4767
[2024/02/01 01:05:11] - 88 	 65.1 	 	 12.3 	 	 0.1000 	 0.8232 	 0.7815 	 1.3926 	 	 0.4693 	 	 0.8551 	 0.7292 	 1.4662 	 	 0.4498
[2024/02/01 01:06:29] - 89 	 65.1 	 	 12.3 	 	 0.1000 	 0.8238 	 0.7804 	 1.3938 	 	 0.4677 	 	 0.8975 	 0.7404 	 1.4247 	 	 0.4728
[2024/02/01 01:07:47] - 90 	 65.0 	 	 12.3 	 	 0.1000 	 0.8233 	 0.7797 	 1.3933 	 	 0.4688 	 	 0.8634 	 0.7520 	 1.4235 	 	 0.4701
[2024/02/01 01:09:04] - 91 	 65.0 	 	 12.3 	 	 0.1000 	 0.8225 	 0.7795 	 1.3896 	 	 0.4700 	 	 0.8445 	 0.7366 	 1.3854 	 	 0.4815
[2024/02/01 01:10:22] - 92 	 65.1 	 	 12.3 	 	 0.1000 	 0.8209 	 0.7787 	 1.3898 	 	 0.4705 	 	 0.8630 	 0.7379 	 1.4410 	 	 0.4635
[2024/02/01 01:11:39] - 93 	 65.0 	 	 12.3 	 	 0.1000 	 0.8217 	 0.7818 	 1.3929 	 	 0.4713 	 	 0.8991 	 0.7132 	 1.4457 	 	 0.4619
[2024/02/01 01:12:57] - 94 	 65.1 	 	 12.3 	 	 0.1000 	 0.8194 	 0.7829 	 1.3889 	 	 0.4707 	 	 0.8345 	 0.7512 	 1.4177 	 	 0.4728
[2024/02/01 01:14:14] - 95 	 65.2 	 	 12.3 	 	 0.1000 	 0.8209 	 0.7800 	 1.3911 	 	 0.4691 	 	 0.8868 	 0.7139 	 1.4282 	 	 0.4604
[2024/02/01 01:15:31] - 96 	 65.1 	 	 12.3 	 	 0.1000 	 0.8213 	 0.7797 	 1.3913 	 	 0.4696 	 	 0.8326 	 0.7599 	 1.4051 	 	 0.4690
[2024/02/01 01:16:49] - 97 	 65.0 	 	 12.4 	 	 0.1000 	 0.8205 	 0.7829 	 1.3897 	 	 0.4707 	 	 0.8568 	 0.7452 	 1.4207 	 	 0.4633
[2024/02/01 01:18:06] - 98 	 65.1 	 	 12.3 	 	 0.1000 	 0.8193 	 0.7819 	 1.3910 	 	 0.4698 	 	 0.8554 	 0.7352 	 1.4154 	 	 0.4677
[2024/02/01 01:19:23] - 99 	 65.0 	 	 12.3 	 	 0.0100 	 0.8195 	 0.7811 	 1.3914 	 	 0.4675 	 	 0.8245 	 0.7461 	 1.4454 	 	 0.4630
[2024/02/01 01:20:42] - 100 	 65.1 	 	 12.4 	 	 0.0100 	 0.7019 	 0.8200 	 1.1967 	 	 0.5373 	 	 0.6869 	 0.7974 	 1.2780 	 	 0.5182
[2024/02/01 01:22:00] - 101 	 65.1 	 	 12.3 	 	 0.0100 	 0.6256 	 0.8393 	 1.1322 	 	 0.5580 	 	 0.6513 	 0.8143 	 1.2453 	 	 0.5255
[2024/02/01 01:23:17] - 102 	 65.0 	 	 12.3 	 	 0.0100 	 0.5981 	 0.8483 	 1.1070 	 	 0.5660 	 	 0.6306 	 0.8190 	 1.2461 	 	 0.5272
[2024/02/01 01:24:35] - 103 	 65.0 	 	 12.3 	 	 0.0100 	 0.5777 	 0.8558 	 1.0868 	 	 0.5734 	 	 0.6251 	 0.8212 	 1.2350 	 	 0.5311
[2024/02/01 01:25:53] - 104 	 65.1 	 	 12.4 	 	 0.0100 	 0.5593 	 0.8619 	 1.0688 	 	 0.5775 	 	 0.6202 	 0.8246 	 1.2599 	 	 0.5265
[2024/02/01 01:27:10] - 105 	 65.0 	 	 12.3 	 	 0.0100 	 0.5437 	 0.8668 	 1.0530 	 	 0.5841 	 	 0.6188 	 0.8199 	 1.2468 	 	 0.5271
[2024/02/01 01:28:28] - 106 	 65.1 	 	 12.3 	 	 0.0100 	 0.5316 	 0.8718 	 1.0444 	 	 0.5873 	 	 0.5792 	 0.8319 	 1.2724 	 	 0.5175
[2024/02/01 01:29:45] - 107 	 65.0 	 	 12.3 	 	 0.0100 	 0.5192 	 0.8757 	 1.0303 	 	 0.5919 	 	 0.5824 	 0.8285 	 1.2617 	 	 0.5240
[2024/02/01 01:31:02] - 108 	 65.1 	 	 12.3 	 	 0.0100 	 0.5107 	 0.8781 	 1.0226 	 	 0.5912 	 	 0.5830 	 0.8291 	 1.2794 	 	 0.5183
[2024/02/01 01:32:20] - 109 	 65.1 	 	 12.3 	 	 0.0100 	 0.5017 	 0.8812 	 1.0134 	 	 0.5968 	 	 0.6069 	 0.8184 	 1.2728 	 	 0.5266
[2024/02/01 01:33:38] - 110 	 65.1 	 	 12.3 	 	 0.0100 	 0.4916 	 0.8850 	 1.0062 	 	 0.5981 	 	 0.6221 	 0.8150 	 1.2666 	 	 0.5249
[2024/02/01 01:34:55] - 111 	 65.0 	 	 12.3 	 	 0.0100 	 0.4802 	 0.8907 	 0.9952 	 	 0.6017 	 	 0.5723 	 0.8364 	 1.2779 	 	 0.5235
[2024/02/01 01:36:13] - 112 	 65.0 	 	 12.3 	 	 0.0100 	 0.4730 	 0.8920 	 0.9890 	 	 0.6033 	 	 0.5756 	 0.8295 	 1.2886 	 	 0.5198
[2024/02/01 01:37:30] - 113 	 65.1 	 	 12.3 	 	 0.0100 	 0.4647 	 0.8945 	 0.9793 	 	 0.6079 	 	 0.6020 	 0.8132 	 1.2982 	 	 0.5158
[2024/02/01 01:38:47] - 114 	 65.1 	 	 12.3 	 	 0.0100 	 0.4590 	 0.8957 	 0.9776 	 	 0.6077 	 	 0.5763 	 0.8268 	 1.2912 	 	 0.5162
[2024/02/01 01:40:05] - 115 	 65.1 	 	 12.3 	 	 0.0100 	 0.4519 	 0.8988 	 0.9683 	 	 0.6092 	 	 0.6100 	 0.8246 	 1.3258 	 	 0.5100
[2024/02/01 01:41:22] - 116 	 65.1 	 	 12.4 	 	 0.0100 	 0.4472 	 0.9011 	 0.9637 	 	 0.6119 	 	 0.5984 	 0.8216 	 1.2691 	 	 0.5234
[2024/02/01 01:42:39] - 117 	 65.0 	 	 12.3 	 	 0.0100 	 0.4400 	 0.9032 	 0.9574 	 	 0.6124 	 	 0.5826 	 0.8307 	 1.3074 	 	 0.5203
[2024/02/01 01:43:57] - 118 	 65.1 	 	 12.3 	 	 0.0100 	 0.4363 	 0.9053 	 0.9552 	 	 0.6121 	 	 0.5911 	 0.8308 	 1.2963 	 	 0.5202
[2024/02/01 01:45:14] - 119 	 65.0 	 	 12.3 	 	 0.0100 	 0.4311 	 0.9063 	 0.9491 	 	 0.6142 	 	 0.5668 	 0.8361 	 1.3415 	 	 0.5145
[2024/02/01 01:46:32] - 120 	 65.0 	 	 12.3 	 	 0.0100 	 0.4244 	 0.9091 	 0.9438 	 	 0.6153 	 	 0.5786 	 0.8340 	 1.3387 	 	 0.5086
[2024/02/01 01:47:50] - 121 	 65.1 	 	 12.3 	 	 0.0100 	 0.4181 	 0.9117 	 0.9376 	 	 0.6180 	 	 0.5536 	 0.8335 	 1.3510 	 	 0.5132
[2024/02/01 01:49:07] - 122 	 65.1 	 	 12.3 	 	 0.0100 	 0.4129 	 0.9133 	 0.9333 	 	 0.6194 	 	 0.5585 	 0.8311 	 1.3862 	 	 0.5040
[2024/02/01 01:50:24] - 123 	 65.0 	 	 12.3 	 	 0.0100 	 0.4114 	 0.9124 	 0.9334 	 	 0.6207 	 	 0.6071 	 0.8160 	 1.3265 	 	 0.5114
[2024/02/01 01:51:42] - 124 	 65.1 	 	 12.4 	 	 0.0100 	 0.4082 	 0.9147 	 0.9302 	 	 0.6212 	 	 0.5652 	 0.8285 	 1.3628 	 	 0.5074
[2024/02/01 01:52:59] - 125 	 65.2 	 	 12.3 	 	 0.0100 	 0.4017 	 0.9158 	 0.9227 	 	 0.6214 	 	 0.5547 	 0.8305 	 1.3859 	 	 0.5003
[2024/02/01 01:54:17] - 126 	 65.1 	 	 12.3 	 	 0.0100 	 0.3978 	 0.9174 	 0.9212 	 	 0.6212 	 	 0.5667 	 0.8297 	 1.3587 	 	 0.5062
[2024/02/01 01:55:34] - 127 	 65.1 	 	 12.3 	 	 0.0100 	 0.3952 	 0.9176 	 0.9132 	 	 0.6278 	 	 0.5838 	 0.8220 	 1.3548 	 	 0.5096
[2024/02/01 01:56:52] - 128 	 65.2 	 	 12.3 	 	 0.0100 	 0.3903 	 0.9200 	 0.9093 	 	 0.6276 	 	 0.5755 	 0.8296 	 1.3881 	 	 0.4981
[2024/02/01 01:58:09] - 129 	 65.1 	 	 12.3 	 	 0.0100 	 0.3867 	 0.9219 	 0.9102 	 	 0.6279 	 	 0.6047 	 0.8280 	 1.3515 	 	 0.5079
[2024/02/01 01:59:27] - 130 	 65.1 	 	 12.3 	 	 0.0100 	 0.3828 	 0.9228 	 0.9023 	 	 0.6305 	 	 0.5604 	 0.8310 	 1.4044 	 	 0.4945
[2024/02/01 02:00:45] - 131 	 65.0 	 	 12.3 	 	 0.0100 	 0.3802 	 0.9237 	 0.9018 	 	 0.6305 	 	 0.5732 	 0.8137 	 1.4016 	 	 0.5019
[2024/02/01 02:02:02] - 132 	 65.1 	 	 12.3 	 	 0.0100 	 0.3766 	 0.9250 	 0.8999 	 	 0.6316 	 	 0.5506 	 0.8307 	 1.3871 	 	 0.5034
[2024/02/01 02:03:19] - 133 	 65.1 	 	 12.4 	 	 0.0100 	 0.3722 	 0.9257 	 0.8917 	 	 0.6327 	 	 0.5635 	 0.8235 	 1.4301 	 	 0.4939
[2024/02/01 02:04:37] - 134 	 65.1 	 	 12.3 	 	 0.0100 	 0.3697 	 0.9270 	 0.8882 	 	 0.6332 	 	 0.5836 	 0.8217 	 1.4203 	 	 0.5033
[2024/02/01 02:05:54] - 135 	 65.0 	 	 12.3 	 	 0.0100 	 0.3623 	 0.9296 	 0.8836 	 	 0.6340 	 	 0.5633 	 0.8231 	 1.4084 	 	 0.4981
